x-axis,1,2
second,Volt,Volt
-25.00000E-03,+5.04083E-03,+259.31218E-03
-24.97500E-03,-2.25565E-03,+259.31218E-03
-24.95000E-03,-10.39636E-03,+259.47299E-03
-24.92500E-03,-18.61746E-03,+259.31218E-03
-24.90000E-03,-25.83354E-03,+259.31218E-03
-24.87500E-03,-33.45163E-03,+255.79459E-03
-24.85000E-03,-40.76822E-03,-41.15012E-03
-24.82500E-03,-48.48681E-03,-39.68279E-03
-24.80000E-03,-56.70791E-03,-39.32098E-03
-24.77500E-03,-63.92400E-03,-39.18028E-03
-24.75000E-03,-71.14008E-03,-39.18028E-03
-24.72500E-03,-79.36118E-03,-39.05967E-03
-24.70000E-03,-87.07977E-03,-38.67776E-03
-24.67500E-03,-95.30088E-03,-38.67776E-03
-24.65000E-03,-103.01947E-03,-38.67776E-03
-24.62500E-03,-110.73807E-03,-38.67776E-03
-24.60000E-03,-117.95415E-03,-38.67776E-03
-24.57500E-03,-126.03455E-03,-38.67776E-03
-24.55000E-03,-133.89385E-03,-38.67776E-03
-24.52500E-03,-141.10993E-03,-38.67776E-03
-24.50000E-03,-148.82852E-03,-38.67776E-03
-24.47500E-03,-156.54711E-03,-38.67776E-03
-24.45000E-03,-163.76319E-03,-38.67776E-03
-24.42500E-03,-171.48178E-03,-38.51696E-03
-24.40000E-03,-179.20038E-03,-38.25565E-03
-24.37500E-03,-186.41646E-03,-38.67776E-03
-24.35000E-03,-193.63254E-03,-38.67776E-03
-24.32500E-03,-200.84862E-03,-38.67776E-03
-24.30000E-03,-208.06470E-03,-38.67776E-03
-24.27500E-03,-214.77827E-03,-38.67776E-03
-24.25000E-03,-221.99435E-03,-38.67776E-03
-24.22500E-03,-229.21043E-03,-38.67776E-03
-24.20000E-03,-236.42651E-03,-38.67776E-03
-24.17500E-03,-243.14008E-03,-38.67776E-03
-24.15000E-03,-250.07475E-03,-38.67776E-03
-24.12500E-03,-256.56721E-03,-38.67776E-03
-24.10000E-03,-263.66269E-03,-38.17525E-03
-24.07500E-03,-269.99435E-03,-38.63756E-03
-24.05000E-03,-277.25063E-03,-38.63756E-03
-24.02500E-03,-284.04460E-03,-38.67776E-03
-24.00000E-03,-290.33606E-03,-38.37625E-03
-23.97500E-03,-296.12500E-03,-38.17525E-03
-23.95000E-03,-302.55716E-03,-38.17525E-03
-23.92500E-03,-308.76822E-03,-38.67776E-03
-23.90000E-03,-315.50189E-03,-38.17525E-03
-23.87500E-03,-321.79334E-03,-131.03989E-03
-23.85000E-03,-328.08480E-03,-325.29082E-03
