x-axis,1
second,Volt
-15.00000E-03,-486.41488E-03
-14.98500E-03,-497.11639E-03
-14.97000E-03,-508.19378E-03
-14.95500E-03,-517.96664E-03
-14.94000E-03,-528.86714E-03
-14.92500E-03,-538.70634E-03
-14.91000E-03,-547.30734E-03
-14.89500E-03,-556.83699E-03
-14.88000E-03,-566.34453E-03
-14.86500E-03,-574.98976E-03
-14.85000E-03,-584.03297E-03
-14.83500E-03,-593.20885E-03
-14.82000E-03,-602.71639E-03
-14.80500E-03,-610.65408E-03
-14.79000E-03,-619.78573E-03
-14.77500E-03,-627.59076E-03
-14.76000E-03,-636.32443E-03
-14.74500E-03,-645.12443E-03
-14.73000E-03,-653.54855E-03
-14.71500E-03,-661.02192E-03
-14.70000E-03,-668.38473E-03
-14.68500E-03,-674.86312E-03
-14.67000E-03,-682.88925E-03
-14.65500E-03,-689.98674E-03
-14.64000E-03,-697.83598E-03
-14.62500E-03,-704.75659E-03
-14.61000E-03,-711.12443E-03
-14.59500E-03,-717.11639E-03
-14.58000E-03,-723.59478E-03
-14.56500E-03,-730.22794E-03
-14.55000E-03,-737.14855E-03
-14.53500E-03,-742.98573E-03
-14.52000E-03,-749.33146E-03
-14.50500E-03,-755.85407E-03
-14.49000E-03,-760.89528E-03
-14.47500E-03,-766.99779E-03
-14.46000E-03,-772.59176E-03
-14.44500E-03,-777.25709E-03
-14.43000E-03,-781.50232E-03
-14.41500E-03,-785.88021E-03
-14.40000E-03,-789.66111E-03
-14.38500E-03,-794.23799E-03
-14.37000E-03,-798.48322E-03
-14.35500E-03,-802.24201E-03
-14.34000E-03,-805.89026E-03
-14.32500E-03,-810.22392E-03
-14.31000E-03,-813.45206E-03
-14.29500E-03,-816.94553E-03
-14.28000E-03,-819.90835E-03
-14.26500E-03,-823.04804E-03
-14.25000E-03,-825.81186E-03
-14.23500E-03,-828.48724E-03
-14.22000E-03,-830.43297E-03
-14.20500E-03,-831.62694E-03
-14.19000E-03,-834.30232E-03
-14.17500E-03,-836.42493E-03
-14.16000E-03,-837.97267E-03
-14.14500E-03,-839.01186E-03
-14.13000E-03,-840.02895E-03
-14.11500E-03,-841.28925E-03
-14.10000E-03,-841.84201E-03
-14.08500E-03,-842.94754E-03
-14.07000E-03,-843.50031E-03
-14.05500E-03,-844.05307E-03
-14.04000E-03,-844.47317E-03
-14.02500E-03,-844.82694E-03
-14.01000E-03,-844.60583E-03
-13.99500E-03,-844.05307E-03
-13.98000E-03,-843.01387E-03
-13.96500E-03,-842.39478E-03
-13.95000E-03,-841.28925E-03
-13.93500E-03,-840.18372E-03
-13.92000E-03,-838.81287E-03
-13.90500E-03,-837.24302E-03
-13.89000E-03,-835.67317E-03
-13.87500E-03,-833.55056E-03
-13.86000E-03,-830.87518E-03
-13.84500E-03,-829.50433E-03
-13.83000E-03,-827.18272E-03
-13.81500E-03,-824.15357E-03
-13.80000E-03,-821.72141E-03
-13.78500E-03,-819.13448E-03
-13.77000E-03,-815.50835E-03
-13.75500E-03,-812.14754E-03
-13.74000E-03,-808.91940E-03
-13.72500E-03,-805.13850E-03
-13.71000E-03,-801.64503E-03
-13.69500E-03,-798.12945E-03
-13.68000E-03,-794.39277E-03
-13.66500E-03,-789.72744E-03
-13.65000E-03,-784.79679E-03
-13.63500E-03,-779.75558E-03
-13.62000E-03,-774.25005E-03
-13.60500E-03,-770.33649E-03
-13.59000E-03,-764.52141E-03
-13.57500E-03,-759.14855E-03
-13.56000E-03,-754.35056E-03
-13.54500E-03,-748.15960E-03
-13.53000E-03,-741.99076E-03
-13.51500E-03,-736.46312E-03
-13.50000E-03,-729.07820E-03
-13.48500E-03,-722.71036E-03
-13.47000E-03,-716.89528E-03
-13.45500E-03,-710.52744E-03
-13.44000E-03,-704.15960E-03
-13.42500E-03,-697.23900E-03
-13.41000E-03,-689.76563E-03
-13.39500E-03,-682.84503E-03
-13.38000E-03,-675.37166E-03
-13.36500E-03,-667.58875E-03
-13.35000E-03,-659.65106E-03
-13.33500E-03,-651.97870E-03
-13.32000E-03,-644.32845E-03
-13.30500E-03,-636.34654E-03
-13.29000E-03,-628.03297E-03
-13.27500E-03,-619.40986E-03
-13.26000E-03,-610.60986E-03
-13.24500E-03,-601.87619E-03
-13.23000E-03,-593.87217E-03
-13.21500E-03,-584.34252E-03
-13.20000E-03,-575.40986E-03
-13.18500E-03,-566.25609E-03
-13.17000E-03,-556.37267E-03
-13.15500E-03,-547.06413E-03
-13.14000E-03,-537.37971E-03
-13.12500E-03,-526.76664E-03
-13.11000E-03,-517.25910E-03
-13.09500E-03,-506.82292E-03
-13.08000E-03,-496.85106E-03
-13.06500E-03,-486.87920E-03
-13.05000E-03,-475.91237E-03
-13.03500E-03,-466.40483E-03
-13.02000E-03,-455.79177E-03
-13.00500E-03,-444.62594E-03
-12.99000E-03,-434.01287E-03
-12.97500E-03,-423.06815E-03
-12.96000E-03,-412.23398E-03
-12.94500E-03,-401.06815E-03
-12.93000E-03,-390.45508E-03
-12.91500E-03,-379.28925E-03
-12.90000E-03,-367.23900E-03
-12.88500E-03,-355.85207E-03
-12.87000E-03,-344.68624E-03
-12.85500E-03,-333.52041E-03
-12.84000E-03,-322.35458E-03
-12.82500E-03,-310.63599E-03
-12.81000E-03,-298.91740E-03
-12.79500E-03,-287.19880E-03
-12.78000E-03,-275.30333E-03
-12.76500E-03,-262.56765E-03
-12.75000E-03,-250.38473E-03
-12.73500E-03,-238.75458E-03
-12.72000E-03,-226.57167E-03
-12.70500E-03,-214.67619E-03
-12.69000E-03,-202.20584E-03
-12.67500E-03,-190.02293E-03
-12.66000E-03,-177.86212E-03
-12.64500E-03,-166.14353E-03
-12.63000E-03,-154.02695E-03
-12.61500E-03,-141.60082E-03
-12.60000E-03,-129.66112E-03
-12.58500E-03,-117.05810E-03
-12.57000E-03,-104.78675E-03
-12.55500E-03,-92.55961E-03
-12.54000E-03,-80.37670E-03
-12.52500E-03,-67.97268E-03
-12.51000E-03,-55.70132E-03
-12.49500E-03,-43.98273E-03
-12.48000E-03,-31.15861E-03
-12.46500E-03,-18.88725E-03
-12.45000E-03,-6.61589E-03
-12.43500E-03,+6.56200E-03
-12.42000E-03,+19.03235E-03
-12.40500E-03,+31.48059E-03
-12.39000E-03,+43.75195E-03
-12.37500E-03,+56.39918E-03
-12.36000E-03,+68.67054E-03
-12.34500E-03,+80.94190E-03
-12.33000E-03,+93.50069E-03
-12.31500E-03,+105.32984E-03
