x-axis,1,2
second,Volt,Volt
-25.00000E-03,+2.02575E-03,+219.61369E-03
-24.97500E-03,-42.35616E-03,+220.11620E-03
-24.95000E-03,-87.07977E-03,+220.11620E-03
-24.92500E-03,-132.88882E-03,+220.11620E-03
-24.90000E-03,-178.51696E-03,+219.93530E-03
-24.87500E-03,-223.90390E-03,+220.11620E-03
-24.85000E-03,-269.31093E-03,+220.09610E-03
-24.82500E-03,-314.61746E-03,+219.67399E-03
-24.80000E-03,-359.56219E-03,+219.61369E-03
-24.77500E-03,-404.66772E-03,+219.61369E-03
-24.75000E-03,-449.02953E-03,+219.61369E-03
-24.72500E-03,-493.37123E-03,+219.61369E-03
-24.70000E-03,-465.35112E-03,+219.65389E-03
-24.67500E-03,-420.50690E-03,+219.61369E-03
-24.65000E-03,-376.12499E-03,+219.61369E-03
-24.62500E-03,-331.24056E-03,+220.11620E-03
-24.60000E-03,-285.85363E-03,+219.89510E-03
-24.57500E-03,-240.46669E-03,+219.75440E-03
-24.55000E-03,-195.14006E-03,+220.11620E-03
-24.52500E-03,-149.71292E-03,+220.11620E-03
-24.50000E-03,-104.40639E-03,+220.11620E-03
-24.47500E-03,-59.24056E-03,+220.11620E-03
-24.45000E-03,-15.30086E-03,+14.28700E-03
-24.42500E-03,+29.84487E-03,+15.70E-06
-24.40000E-03,+74.30718E-03,+518.22E-06
-24.37500E-03,+119.61371E-03,+518.22E-06
-24.35000E-03,+165.00064E-03,+1.02073E-03
-24.32500E-03,+210.38758E-03,+859.93E-06
-24.30000E-03,+255.77451E-03,+1.02073E-03
-24.27500E-03,+300.65894E-03,+1.02073E-03
-24.25000E-03,+346.04587E-03,+1.02073E-03
-24.22500E-03,+389.92527E-03,+1.02073E-03
-24.20000E-03,+435.31220E-03,+1.46294E-03
-24.17500E-03,+480.19663E-03,+1.16143E-03
-24.15000E-03,+471.43276E-03,+1.52324E-03
-24.12500E-03,+426.54834E-03,+1.02073E-03
-24.10000E-03,+381.66392E-03,+1.40264E-03
-24.07500E-03,+337.78452E-03,+1.48304E-03
-24.05000E-03,+292.43778E-03,+1.06093E-03
-24.02500E-03,+247.51316E-03,+1.02073E-03
-24.00000E-03,+202.42773E-03,+1.02073E-03
-23.97500E-03,+156.96040E-03,+1.02073E-03
-23.95000E-03,+111.71416E-03,+1.02073E-03
-23.92500E-03,+66.40763E-03,+1.02073E-03
-23.90000E-03,+21.60361E-03,+1.02073E-03
-23.87500E-03,-23.30091E-03,+1.12123E-03
-23.85000E-03,-67.36121E-03,+1.02073E-03
