x-axis,1,2
second,Volt,Volt
-25.00000E-03,-11.03957E-03,-166.31595E-03
-24.97500E-03,+4.90013E-03,-166.31595E-03
-24.95000E-03,+20.67902E-03,-165.81344E-03
-24.92500E-03,+36.01570E-03,-166.31595E-03
-24.90000E-03,+50.89008E-03,-166.31595E-03
-24.87500E-03,+66.74937E-03,-165.81344E-03
-24.85000E-03,+82.58857E-03,-165.81344E-03
-24.82500E-03,+98.02575E-03,-165.81344E-03
-24.80000E-03,+113.46294E-03,-165.81344E-03
-24.77500E-03,+129.40264E-03,-166.31595E-03
-24.75000E-03,+144.33731E-03,-166.11495E-03
-24.72500E-03,+159.27199E-03,-166.31595E-03
-24.70000E-03,+174.20666E-03,-166.27575E-03
-24.67500E-03,+189.18153E-03,-165.81344E-03
-24.65000E-03,+203.57349E-03,-165.93404E-03
-24.62500E-03,+217.20163E-03,-165.81344E-03
-24.60000E-03,+231.71420E-03,-165.81344E-03
-24.57500E-03,+245.72425E-03,-165.81344E-03
-24.55000E-03,+259.23179E-03,-165.81344E-03
-24.52500E-03,+272.25691E-03,-166.31595E-03
-24.50000E-03,+285.24184E-03,-165.81344E-03
-24.47500E-03,+298.24686E-03,-165.81344E-03
-24.45000E-03,+310.74937E-03,-165.81344E-03
-24.42500E-03,+323.09108E-03,-165.81344E-03
-24.40000E-03,+334.66897E-03,-165.81344E-03
-24.37500E-03,+346.74937E-03,-165.81344E-03
-24.35000E-03,+357.40264E-03,-165.81344E-03
-24.32500E-03,+367.89510E-03,-165.81344E-03
-24.30000E-03,+377.96545E-03,-165.81344E-03
-24.27500E-03,+387.85490E-03,-165.81344E-03
-24.25000E-03,+397.00063E-03,+394.48806E-03
-24.22500E-03,+406.64887E-03,+390.97047E-03
-24.20000E-03,+415.79460E-03,+390.46796E-03
-24.17500E-03,+424.07600E-03,+389.96545E-03
-24.15000E-03,+432.29711E-03,+389.46294E-03
-24.12500E-03,+440.01570E-03,+389.46294E-03
-24.10000E-03,+447.61369E-03,+389.46294E-03
-24.07500E-03,+454.40766E-03,+389.46294E-03
-24.05000E-03,+460.69912E-03,+389.46294E-03
-24.02500E-03,+465.98555E-03,+389.08102E-03
-24.00000E-03,+470.76947E-03,+389.46294E-03
-23.97500E-03,+476.05590E-03,+388.96042E-03
-23.95000E-03,+480.69912E-03,+388.96042E-03
-23.92500E-03,+484.55841E-03,+388.96042E-03
-23.90000E-03,+488.41771E-03,+388.96042E-03
-23.87500E-03,+490.86997E-03,+388.96042E-03
-23.85000E-03,+493.80464E-03,+388.96042E-03
