x-axis,1,2
second,Volt,Volt
-25.00000E-03,-9.53204E-03,-167.82349E-03
-24.97500E-03,+196.61E-06,-167.74309E-03
-24.95000E-03,+9.76445E-03,-167.82349E-03
-24.92500E-03,+20.17651E-03,-167.56218E-03
-24.90000E-03,+30.56847E-03,-167.50188E-03
-24.87500E-03,+40.21671E-03,-167.72299E-03
-24.85000E-03,+49.86495E-03,-167.82349E-03
-24.82500E-03,+60.01570E-03,-167.76319E-03
-24.80000E-03,+70.16646E-03,-167.32098E-03
-24.77500E-03,+80.09611E-03,-167.82349E-03
-24.75000E-03,+89.96545E-03,-167.62249E-03
-24.72500E-03,+100.11621E-03,-167.44158E-03
-24.70000E-03,+109.80465E-03,-167.36118E-03
-24.67500E-03,+120.41771E-03,-167.36118E-03
-24.65000E-03,+130.18656E-03,-167.32098E-03
-24.62500E-03,+140.21671E-03,-167.32098E-03
-24.60000E-03,+150.36746E-03,-167.32098E-03
-24.57500E-03,+160.51822E-03,-167.32098E-03
-24.55000E-03,+170.72927E-03,-167.32098E-03
-24.52500E-03,+180.81972E-03,-167.32098E-03
-24.50000E-03,+190.97048E-03,-167.82349E-03
-24.47500E-03,+201.12123E-03,-167.32098E-03
-24.45000E-03,+210.50817E-03,-167.82349E-03
-24.42500E-03,+220.41771E-03,-167.66269E-03
-24.40000E-03,+230.56847E-03,+80.25719E-03
-24.37500E-03,+240.71922E-03,+231.67399E-03
-24.35000E-03,+250.86998E-03,+230.66897E-03
-24.32500E-03,+260.51822E-03,+230.16645E-03
-24.30000E-03,+270.66897E-03,+230.16645E-03
-24.27500E-03,+280.31721E-03,+230.16645E-03
-24.25000E-03,+290.46797E-03,+230.16645E-03
-24.22500E-03,+300.61872E-03,+229.66394E-03
-24.20000E-03,+310.76947E-03,+229.66394E-03
-24.17500E-03,+321.42274E-03,+229.66394E-03
-24.15000E-03,+331.07098E-03,+229.66394E-03
-24.12500E-03,+340.71922E-03,+229.66394E-03
-24.10000E-03,+351.25189E-03,+229.66394E-03
-24.07500E-03,+360.51822E-03,+229.66394E-03
-24.05000E-03,+369.70415E-03,+229.66394E-03
-24.02500E-03,+379.81470E-03,+229.66394E-03
-24.00000E-03,+389.96545E-03,+229.16143E-03
-23.97500E-03,+399.11118E-03,+229.38254E-03
-23.95000E-03,+409.40264E-03,+229.30213E-03
-23.92500E-03,+419.97551E-03,+229.22173E-03
-23.90000E-03,+429.56344E-03,+229.66394E-03
-23.87500E-03,+440.11621E-03,+229.16143E-03
-23.85000E-03,+450.36746E-03,+229.48304E-03
